ElapsedTime, Axis_A, Axis_B, Axis_C, Axis_D, Axis_E
193.816909, 0.0,1.5149623313352902,1.4989604544613477,1.9270732200123941,3.1889133800142626
194.789184, 0.0,1.590160275999665,1.3992682123504023,1.886355751148007,3.129782513449181
195.783843, 0.0,1.658496567972742,1.3326471986351678,1.844968721736023,3.0624020062129422
196.785961, 0.0,1.7146700775736439,1.346973795163289,1.7983113398393906,2.967691216967477
197.785183, 0.0,1.7570982257267354,1.3806320632394162,1.7476158423414188,2.8742363574808323
198.785577, 0.0,1.766094286140641,1.4636740764723841,1.6854985853485625,2.7815668881407634
199.788314, 0.0,1.7591211750102564,1.5423880340353764,1.6062917101145309,2.6999832765552947
200.792297, 0.0,1.710547788019735,1.604794456134738,1.487045381660535,2.6526749472381392
201.789377, 0.0,1.656322282128724,1.6619425225774231,1.3702501996125929,2.6214355864597145
202.791699, 0.0,1.581563197246394,1.7093738392484463,1.2501194863699217,2.632399244054744
203.796322, 0.0,1.51510431641764,1.7609820397893072,1.1301030293055114,2.6352137064813266
204.779077, 0.0,1.4649739053705113,1.8268392366903203,1.0018643999523067,2.617568724154484
205.789183, 0.0,1.406208838175363,1.886673634369498,0.8853244907909457,2.6033425067193177
206.773254, 0.0,1.3169100213559606,1.9407261299900826,0.7799665634752573,2.5954358039193726
207.762559, 0.0,1.2357127548641333,1.990949138487457,0.6803066762147512,2.5857126705659583
208.749873, 0.0,1.155208630440909,2.043515559781494,0.5715366326518807,2.5695348353273513
209.758982, 0.0,1.0845287747094194,2.0976641640397866,0.45841474439065466,2.5497698868110814
210.741459, 0.0,1.035593088570479,2.1569087747244966,0.3321473903839278,2.520956934434448
211.747945, 0.0,1.0008500048286848,2.1989709308455887,0.2425008031948793,2.5005004762491585
212.722894, 0.0,1.0003508685958467,2.1995752164728333,0.24121289622182848,2.5002065887073472
213.733081, 0.0,1.0000126760495702,2.1999846535794005,0.2918404360470379,2.5000074635596516
214.719465, 0.0,1.0000054113027514,2.199993448737515,0.4658586239528985,2.5000031861330814
